219,-9.605138e-03
220,-9.874493e-03
221,-9.976856e-03
222,-9.845541e-03
223,-9.473876e-03
224,-8.931365e-03
225,-8.352106e-03
226,-7.890408e-03
227,-7.663426e-03
228,-7.704770e-03
229,-7.950424e-03
230,-8.265867e-03
231,-8.501069e-03
232,-8.549183e-03
233,-8.383697e-03
234,-8.060066e-03
235,-7.681613e-03
236,-7.349859e-03
237,-7.122563e-03
238,-6.999564e-03
239,-6.938300e-03
240,-6.888737e-03
241,-6.826195e-03
242,-6.764950e-03
243,-6.744365e-03
244,-6.796993e-03
245,-6.916053e-03
246,-7.044995e-03
247,-7.093716e-03
248,-6.978316e-03
249,-6.664946e-03
250,-6.195176e-03
251,-5.677741e-03
252,-5.249558e-03
253,-5.021108e-03
254,-5.032296e-03
255,-5.238741e-03
256,-5.533406e-03
257,-5.794168e-03
258,-5.935289e-03
259,-5.937778e-03
260,-5.846909e-03
261,-5.741030e-03
262,-5.687335e-03
263,-5.707898e-03
264,-5.770577e-03
265,-5.808343e-03
266,-5.756168e-03
267,-5.584692e-03
268,-5.316912e-03
269,-5.019342e-03
270,-4.773250e-03
271,-4.641014e-03
272,-4.641540e-03
273,-4.745613e-03
274,-4.891658e-03
275,-5.012341e-03
276,-5.060635e-03
277,-5.025836e-03
278,-4.932555e-03
279,-4.826419e-03
280,-4.751502e-03
281,-4.730373e-03
282,-4.754064e-03
283,-4.785659e-03
284,-4.776614e-03
285,-4.688742e-03
286,-4.512269e-03
287,-4.271818e-03
288,-4.019370e-03
289,-3.813733e-03
290,-3.698585e-03
291,-3.687937e-03
292,-3.763563e-03
293,-3.887970e-03
294,-4.022136e-03
295,-4.141066e-03
296,-4.237958e-03
297,-4.318129e-03
298,-4.386154e-03
299,-4.436099e-03
300,-4.450456e-03
301,-4.408529e-03
302,-4.297278e-03
303,-4.118438e-03
304,-3.887037e-03
305,-3.621359e-03
306,-3.334065e-03
307,-3.031231e-03
308,-2.720933e-03
309,-2.428917e-03
310,-2.208527e-03
311,-2.134165e-03
312,-2.276242e-03
313,-2.666059e-03
314,-3.264943e-03
315,-3.956276e-03
316,-4.571013e-03
317,-4.939873e-03
318,-4.953076e-03
319,-4.606241e-03
320,-4.008271e-03
321,-3.347198e-03
322,-2.825082e-03
323,-2.587121e-03
324,-2.673050e-03
325,-3.010056e-03
326,-3.447718e-03
327,-3.819151e-03
328,-4.001930e-03
329,-3.953630e-03
330,-3.710072e-03
331,-3.355421e-03
332,-2.979722e-03
333,-2.648383e-03
334,-2.394287e-03
335,-2.230354e-03
336,-2.168480e-03
337,-2.228139e-03
338,-2.426197e-03
339,-2.753287e-03
340,-3.153182e-03
341,-3.523466e-03
342,-3.743088e-03
343,-3.719294e-03
344,-3.432522e-03
345,-2.954435e-03
346,-2.428762e-03
347,-2.019499e-03
348,-1.849397e-03
349,-1.957472e-03
350,-2.291830e-03
351,-2.739388e-03
352,-3.174684e-03
353,-3.503866e-03
354,-3.682137e-03
355,-3.705987e-03
356,-3.589205e-03
357,-3.343897e-03
358,-2.980758e-03
359,-2.526460e-03
360,-2.043009e-03
361,-1.630923e-03
362,-1.404435e-03
363,-1.445056e-03
364,-1.754767e-03
365,-2.235807e-03
366,-2.712880e-03
367,-2.994481e-03
368,-2.950571e-03
369,-2.571679e-03
370,-1.983096e-03
371,-1.404220e-03
372,-1.066356e-03
373,-1.122389e-03
374,-1.582677e-03
375,-2.306135e-03
376,-3.049072e-03
